1: EL14_CMN_0001	GMW_CMN_20100929.0076	陕北公学	E0278626	
1979: EL14_CMN_1979	XIN_CMN_19990402.0069	医科大学	NIL1529	
1980: EL14_CMN_1980	bolt-cmn-DF-20-191611-3882284	金正恩	NIL1530	
1981: EL14_CMN_1981	bolt-cmn-DF-21-181074-2172	Libya	NIL1531	
1982: EL14_CMN_1982	PDA_CMN_20101118.0276	陕西师大	NIL1532	
1983: EL14_CMN_1983	PDA_CMN_20091113.0355	秀英	NIL1533	
1984: EL14_CMN_1984	PDA_CMN_20070109.0358	铁木真	NIL1534	
1985: EL14_CMN_1985	bolt-cmn-DF-182-192231-4901862	周渝民	NIL1535	
1986: EL14_CMN_1986	PDA_CMN_20091009.0149	郑州	E0223682	
1987: EL14_CMN_1987	PDA_CMN_20100308.0464	嘉义	NIL1536	
1988: EL14_CMN_1988	PLA_CMN_20100509.0057	吉安	NIL1537	
1989: EL14_CMN_1989	CNS_CMN_20101223.0864	意大利	E0162833	
1990: EL14_CMN_1990	bolt-cmn-DF-21-181218-51670	季莫申科	NIL1538	
1991: EL14_CMN_1991	bolt-eng-DF-170-181112-8763011	Sinopec	NIL1539	
1992: EL14_CMN_1992	AFP_ENG_20100803.0160	Connecticut	E0561935	
1993: EL14_CMN_1993	XIN_ENG_20101025.0444	Dragon TV	NIL1540	
1994: EL14_CMN_1994	XIN_CMN_20070607.0062	医科大学	NIL1541	
1995: EL14_CMN_1995	PDA_CMN_20071126.0138	蜜月之都	NIL1542	
1996: EL14_CMN_1996	XIN_CMN_19940717.0174	怀德	E0691421	
1997: EL14_CMN_1997	PDA_CMN_20070613.0098	龙山	NIL1543	
1998: EL14_CMN_1998	PDA_CMN_20101220.0108	广州	E0205605	
1999: EL14_CMN_1999	XIN_ENG_20091227.0139	DPR Korea	NIL1544	
2000: EL14_CMN_2000	bolt-cmn-DF-182-192251-6392070	习总	NIL1545	
2001: EL14_CMN_2001	bolt-cmn-DF-196-185692-2810374	王靖雯	NIL1546	
2002: EL14_CMN_2002	bolt-cmn-DF-20-191610-2217355	毛少将	NIL1547	
2003: EL14_CMN_2003	XIN_CMN_20070929.0082	医科大学	NIL1548	
2004: EL14_CMN_2004	XIN_CMN_20080219.0295	华盛顿	NIL1549	
2005: EL14_CMN_2005	bolt-cmn-DF-20-191622-15303120	老毛	NIL1550	
2006: EL14_CMN_2006	bolt-cmn-DF-205-185858-1372234	习近平	E0127791	
2007: EL14_CMN_2007	CNS_CMN_20101229.0316	妇幼保健院	NIL1551	
2008: EL14_CMN_2008	CNS_CMN_20100216.0056	外交部	NIL1552	
2009: EL14_CMN_2009	bolt-cmn-DF-182-192231-4902717	咆哮帝	NIL1553	
2010: EL14_CMN_2010	bolt-cmn-DF-20-191622-4021828	习近平	E0127791	
2011: EL14_CMN_2011	XIN_CMN_20011118.0068	中山大学	E0205878	
2012: EL14_CMN_2012	CNS_CMN_20101208.0779	云泽	NIL1554	
2013: EL14_CMN_2013	CNS_CMN_20101217.0741	朝阳	NIL1555	
2014: EL14_CMN_2014	XIN_CMN_20070908.0010	求是书院	NIL1556	
2015: EL14_CMN_2015	bolt-cmn-DF-196-185667-3019625	金正日	E0146789	
2016: EL14_CMN_2016	CNS_CMN_20101202.0817	黄克强	NIL1557	
2017: EL14_CMN_2017	bolt-cmn-DF-205-185858-1360741	毛老爷子	NIL1558	
2018: EL14_CMN_2018	LTW_ENG_20090704.0035	Annapolis	NIL1559	
2019: EL14_CMN_2019	XIN_ENG_20101031.0307	Nanjing University	NIL1560	
2020: EL14_CMN_2020	bolt-cmn-DF-196-185723-2530189	姚明	E0489454	
2021: EL14_CMN_2021	CNS_CMN_20100818.0474	外交部	NIL1561	
2022: EL14_CMN_2022	APW_ENG_20100727.0048	University of California, Los Angeles	NIL1562	
2023: EL14_CMN_2023	bolt-cmn-DF-20-191610-3814413	林副统帅	NIL1563	
2024: EL14_CMN_2024	bolt-cmn-DF-20-191614-19988156	阿基诺三世	NIL1564	
2025: EL14_CMN_2025	AFP_ENG_20091129.0400	Italy	E0162833	
2026: EL14_CMN_2026	CNS_CMN_20091012.0746	安仁	NIL1565	
2027: EL14_CMN_2027	XIN_ENG_20100518.0025	embassy	NIL1566	
2028: EL14_CMN_2028	bolt-cmn-DF-20-191622-4021455	薄熙来	E0259846	
2029: EL14_CMN_2029	APW_ENG_20100323.1169	Oprah Winfrey	E0814423	
2030: EL14_CMN_2030	bolt-cmn-DF-196-185692-2807860	麦霸	NIL1567	
2031: EL14_CMN_2031	XIN_CMN_20081109.0144	楚雄	E0077006	
2032: EL14_CMN_2032	APW_ENG_20100121.0266	Williams	NIL1568	
2033: EL14_CMN_2033	AFP_ENG_20100504.0285	America	NIL1569	
2034: EL14_CMN_2034	CNS_CMN_20100830.0718	总工会	NIL1570	
2035: EL14_CMN_2035	XIN_CMN_20031023.0238	东方卫视	NIL1571	
2036: EL14_CMN_2036	bolt-cmn-DF-20-191614-4126496	金三胖	NIL1572	
2037: EL14_CMN_2037	XIN_ENG_20100917.0078	Embassy	NIL1573	
2038: EL14_CMN_2038	XIN_CMN_20061024.0036	东山	NIL1574	
2039: EL14_CMN_2039	bolt-cmn-DF-182-192251-6385893	孔和尚	NIL1575	
2040: EL14_CMN_2040	CNS_CMN_20100105.0122	残联	NIL1576	
2041: EL14_CMN_2041	XIN_CMN_19990810.0033	残联	NIL1577	
2042: EL14_CMN_2042	CNS_CMN_20100223.0325	城中	NIL1578	
2043: EL14_CMN_2043	XIN_CMN_20050616.0260	宽城	NIL1579	
2044: EL14_CMN_2044	PDA_CMN_20080401.0242	马英九	E0229614	
2045: EL14_CMN_2045	GMW_CMN_20090824.0374	妇幼保健院	NIL1580	
2046: EL14_CMN_2046	XIN_ENG_20100422.0367	embassy	NIL1581	
2047: EL14_CMN_2047	AFP_ENG_20091214.0004	Wells Fargo	NIL1582	
2048: EL14_CMN_2048	XIN_CMN_20010508.0075	清华学堂,	NIL1583	
2049: EL14_CMN_2049	APW_ENG_20091217.0600	Citigroup Inc.	NIL1584	
2050: EL14_CMN_2050	PDA_CMN_20100404.0084	外交部	NIL1585	
2051: EL14_CMN_2051	PDA_CMN_20100729.0466	鼓楼	NIL1586	
2052: EL14_CMN_2052	CNS_CMN_20100927.0504	陈冲	E0431296	
2053: EL14_CMN_2053	AFP_ENG_20100920.0034	HP	E0669850	
2054: EL14_CMN_2054	bolt-eng-DF-170-181123-90180	Australia	E0182788	
2055: EL14_CMN_2055	bolt-cmn-DF-205-185859-140791	亚太经济合作组织	NIL1587	
2056: EL14_CMN_2056	AFP_ENG_20100330.0316	Germany	NIL1588	
2057: EL14_CMN_2057	XIN_CMN_20070213.0079	台湾地区	NIL1589	
2058: EL14_CMN_2058	XIN_CMN_19920511.0099	残联	NIL1590	
2059: EL14_CMN_2059	GMW_CMN_20100817.0659	医科大学	NIL1591	
2060: EL14_CMN_2060	PDA_CMN_20100203.0250	霹雳虎	NIL1592	
2061: EL14_CMN_2061	XIN_CMN_20070719.0173	跳水王子	NIL1593	
2062: EL14_CMN_2062	bolt-cmn-DF-205-185862-193579	朱总理	NIL1594	
2063: EL14_CMN_2063	XIN_CMN_19910517.0094	儿童医院	NIL1595	
2064: EL14_CMN_2064	AFP_CMN_20050719.0026	葛林斯潘	NIL1596	
2065: EL14_CMN_2065	PDA_CMN_20100430.0254	尼德兰	E0042497	
2066: EL14_CMN_2066	XIN_CMN_20050218.0046	武汉大学	E0423734	
2067: EL14_CMN_2067	PDA_CMN_20080201.0241	日照	NIL1597	
2068: EL14_CMN_2068	XIN_CMN_20050425.0289	瓦莱罗能源公司	NIL1598	
2069: EL14_CMN_2069	bolt-cmn-DF-205-185862-185663	刘同学	NIL1599	
2070: EL14_CMN_2070	NYT_ENG_20101022.0126	Lansing	NIL1600	
2071: EL14_CMN_2071	bolt-cmn-DF-20-191610-2207132	朱总理	NIL1601	
2072: EL14_CMN_2072	CNS_CMN_20100604.0260	长安	NIL1602	
2073: EL14_CMN_2073	bolt-cmn-DF-216-192653-6954938	黔	NIL1603	
2074: EL14_CMN_2074	PDA_CMN_20100601.0374	费城	E0642032	
2075: EL14_CMN_2075	AFP_CMN_20091031.0030	University of Cambridge	NIL1604	
2076: EL14_CMN_2076	XIN_CMN_20031226.0018	毛泽东	E0754615	
2077: EL14_CMN_2077	XIN_CMN_20000731.0111	威廉姆斯	NIL1605	
2078: EL14_CMN_2078	bolt-cmn-DF-205-185858-1399413	朝鲜中央通讯社	E0790472	
2079: EL14_CMN_2079	XIN_CMN_20101202.0243	残联	NIL1606	
2080: EL14_CMN_2080	XIN_CMN_20061218.0039	胡瓜	NIL1607	
2081: EL14_CMN_2081	bolt-cmn-DF-20-191614-4127439	溥仪	E0110623	
2082: EL14_CMN_2082	CNS_CMN_20101009.0119	张汉卿	NIL1608	
2083: EL14_CMN_2083	bolt-cmn-DF-182-192231-4918509	范冰冰	E0352182	
2084: EL14_CMN_2084	bolt-cmn-DF-20-191610-2217099	中国人民银行	E0140807	
2085: EL14_CMN_2085	bolt-cmn-DF-211-187113-3289879	王菲	E0066553	
2086: EL14_CMN_2086	XIN_ENG_20100422.0367	embassy	NIL1609	
2087: EL14_CMN_2087	bolt-cmn-DF-21-181232-94475	格里芬	NIL1610	
2088: EL14_CMN_2088	bolt-cmn-DF-211-187123-5137100	小哥	NIL1611	
2089: EL14_CMN_2089	bolt-cmn-DF-216-192653-6954938	贵州	E0371274	
2090: EL14_CMN_2090	bolt-cmn-DF-205-185872-1179531	Hold住姐	NIL1612	
2091: EL14_CMN_2091	XIN_CMN_20061208.0182	医科大学	NIL1613	
2092: EL14_CMN_2092	bolt-cmn-DF-20-191610-15123348	新加坡	E0113852	
2093: EL14_CMN_2093	CNA_CMN_20091021.0172	澳門特別行政區	NIL1614	
2094: EL14_CMN_2094	PDA_CMN_20080224.0056	红河	NIL1615	
2095: EL14_CMN_2095	PDA_CMN_20100513.0203	妇幼保健院	NIL1616	
2096: EL14_CMN_2096	bolt-cmn-DF-182-192231-21933208	汤姆·克鲁斯	E0182077	
2097: EL14_CMN_2097	bolt-cmn-DF-205-185872-1183393	中国商业系统红十字会	NIL1617	
2098: EL14_CMN_2098	XIN_CMN_20020304.0167	珀杜	NIL1618	
2099: EL14_CMN_2099	XIN_CMN_20061205.0129	爱新觉罗・溥仪	NIL1619	
2100: EL14_CMN_2100	bolt-cmn-DF-182-192231-4908846	荔枝台	NIL1620	
2101: EL14_CMN_2101	XIN_CMN_19920229.0155	怡和	NIL1621	
2102: EL14_CMN_2102	XIN_CMN_20070426.0208	王阳明	NIL1622	
2103: EL14_CMN_2103	XIN_CMN_19930318.0206	王震	E0632613	
2104: EL14_CMN_2104	AFP_CMN_20031210.0015	伊利诺	NIL1623	
2105: EL14_CMN_2105	bolt-cmn-DF-20-191610-2207194	薄书记	NIL1624	
2106: EL14_CMN_2106	CNS_CMN_20101220.0956	杨家庄	NIL1625	
2107: EL14_CMN_2107	CNS_CMN_20091123.0164	Steve Jobs	NIL1626	
2108: EL14_CMN_2108	XIN_CMN_20040611.0045	邯郸	NIL1627	
2109: EL14_CMN_2109	bolt-cmn-DF-182-192251-6396474	习副主席	NIL1628	
2110: EL14_CMN_2110	PDA_CMN_20070920.0042	发哥	NIL1629	
2111: EL14_CMN_2111	XIN_CMN_19970110.0157	通用汽车公司	E0787371	
2112: EL14_CMN_2112	PDA_CMN_20080322.0075	华仔	NIL1630	
2113: EL14_CMN_2113	AFP_CMN_20101231.0045	UCLA	NIL1631	
2114: EL14_CMN_2114	CNS_CMN_20091203.0936	阜新	E0627968	
2115: EL14_CMN_2115	AFP_ENG_20100727.0277	Fannie Mae	NIL1632	
2116: EL14_CMN_2116	CNA_CMN_20101212.0088	昂山素姬	NIL1633	
2117: EL14_CMN_2117	bolt-cmn-DF-216-192653-6950477	昆山	E0627778	
2118: EL14_CMN_2118	XIN_CMN_19910318.0073	儿童医院	NIL1634	
2119: EL14_CMN_2119	CNA_CMN_20100104.0303	王菲	E0066553	
2120: EL14_CMN_2120	PDA_CMN_20090927.0383	吉大	NIL1635	
2121: EL14_CMN_2121	bolt-cmn-DF-20-191610-15131343	小恩子	NIL1636	
2122: EL14_CMN_2122	PDA_CMN_20070629.0466	荷兰	E0042497	
2123: EL14_CMN_2123	XIN_ENG_20100313.0107	Embassy	NIL1637	
2124: EL14_CMN_2124	AFP_ENG_20090717.0157	Hillary Clinton	NIL1638	
2125: EL14_CMN_2125	bolt-cmn-DF-216-192653-6954938	滇	NIL1639	
2126: EL14_CMN_2126	XIN_CMN_19981129.0017	大使馆	NIL1640	
2127: EL14_CMN_2127	bolt-cmn-DF-182-192231-4922603	马景涛	NIL1641	
2128: EL14_CMN_2128	LTW_ENG_20091113.0086	UnitedHealth Group	NIL1642	
2129: EL14_CMN_2129	bolt-cmn-DF-20-191613-3836954	陈毅	NIL1643	
2130: EL14_CMN_2130	AFP_CMN_20050210.0021	查尔斯王子	NIL1644	
2131: EL14_CMN_2131	AFP_CMN_20081118.0008	马自达汽车公司	NIL1645	
2132: EL14_CMN_2132	bolt-cmn-DF-205-185867-784100	中国石油化工股份有限公司	E0542412	
2133: EL14_CMN_2133	XIN_CMN_20070223.0064	巴黎	E0803206	
2134: EL14_CMN_2134	XIN_CMN_20000928.0173	李娜	NIL1646	
2135: EL14_CMN_2135	bolt-cmn-DF-20-191611-3869904	金三胖	NIL1647	
2136: EL14_CMN_2136	bolt-cmn-DF-20-191611-3875101	胡总	NIL1648	
2137: EL14_CMN_2137	PDA_CMN_20080516.0153	协和	NIL1649	
2138: EL14_CMN_2138	bolt-cmn-DF-216-192653-6964345	上海交通大学	E0469045	
2139: EL14_CMN_2139	XIN_CMN_19921222.0096	威尔士亲王	E0503253	
2140: EL14_CMN_2140	bolt-cmn-DF-196-185692-2817916	康永	NIL1650	
2141: EL14_CMN_2141	PDA_CMN_20100326.0304	朱元璋	NIL1651	
2142: EL14_CMN_2142	XIN_CMN_19951113.0125	城	NIL1652	
2143: EL14_CMN_2143	bolt-cmn-DF-211-187115-4409016	美国联邦储蓄银行	NIL1653	
2144: EL14_CMN_2144	bolt-eng-DF-170-181118-8876667	Association of Southeast Asian Nations	NIL1654	
2145: EL14_CMN_2145	AFP_ENG_20100419.0131	Romania	E0814714	
2146: EL14_CMN_2146	XIN_ENG_20100307.0215	embassy	NIL1655	
2147: EL14_CMN_2147	CNS_CMN_20090916.0022	柏阿姨	NIL1656	
2148: EL14_CMN_2148	XIN_CMN_19940226.0251	儿童医院	NIL1657	
2149: EL14_CMN_2149	APW_ENG_20091006.0763	Kentucky	NIL1658	
2150: EL14_CMN_2150	PDA_CMN_20101106.0090	徐熙媛	E0230939	
2151: EL14_CMN_2151	bolt-cmn-DF-20-191612-15160220	习副	NIL1659	
2152: EL14_CMN_2152	XIN_CMN_20060117.0067	威廉姆斯	NIL1660	
2153: EL14_CMN_2153	APW_ENG_20100304.0075	Taipei	NIL1661	
2154: EL14_CMN_2154	bolt-cmn-DF-196-185692-2807688	田亮	NIL1662	
2155: EL14_CMN_2155	XIN_CMN_19910805.0045	侨联	NIL1663	
2156: EL14_CMN_2156	XIN_CMN_19920829.0071	郊	NIL1664	
2157: EL14_CMN_2157	bolt-cmn-DF-196-185692-2813890	哈利贝瑞	NIL1665	
2158: EL14_CMN_2158	PDA_CMN_20100409.0346	儿童医院	NIL1666	
2159: EL14_CMN_2159	XIN_CMN_19920430.0150	李宁	NIL1667	
2160: EL14_CMN_2160	XIN_CMN_20080118.0123	博伊西	NIL1668	
2161: EL14_CMN_2161	XIN_CMN_19980703.0163	育才	NIL1669	
2162: EL14_CMN_2162	bolt-cmn-DF-211-187113-3296305	田亮	NIL1670	
2163: EL14_CMN_2163	NYT_ENG_20091227.0039	Philly	NIL1671	
2164: EL14_CMN_2164	APW_ENG_20091117.1126	Dikembe Mutombo	NIL1672	
2165: EL14_CMN_2165	bolt-cmn-DF-216-192654-6873079	林芝	NIL1673	
2166: EL14_CMN_2166	bolt-cmn-DF-20-191610-3814446	中国人民政治协商会议	E0115653	
2167: EL14_CMN_2167	PDA_CMN_20070522.0277	连爷爷	NIL1674	
2168: EL14_CMN_2168	CNA_CMN_20100317.0025	印第安納波利斯	NIL1675	
2169: EL14_CMN_2169	bolt-eng-DF-212-191673-3105920	Hebei	NIL1676	
2170: EL14_CMN_2170	XIN_CMN_20061215.0088	乌兰夫	E0681083	
2171: EL14_CMN_2171	XIN_CMN_20000316.0145	托皮卡	NIL1677	
2172: EL14_CMN_2172	bolt-cmn-DF-205-185863-587125	彭博新闻社	E0811852	
2173: EL14_CMN_2173	bolt-cmn-DF-205-185858-1358387	玄奘	NIL1678	
2174: EL14_CMN_2174	XIN_CMN_19981101.0030	郝海东	NIL1679	
2175: EL14_CMN_2175	bolt-cmn-DF-205-185863-582607	中国共产党	E0697070	
2176: EL14_CMN_2176	PDA_CMN_20100314.0118	凤姐	NIL1680	
2177: EL14_CMN_2177	CNS_CMN_20100308.0498	李进	NIL1681	
2178: EL14_CMN_2178	CNS_CMN_20100314.0341	阿娇	NIL1682	
2179: EL14_CMN_2179	bolt-cmn-DF-182-192251-6390374	方舟子	NIL1683	
2180: EL14_CMN_2180	PDA_CMN_20080523.0252	妇联	NIL1684	
2181: EL14_CMN_2181	bolt-cmn-DF-211-187119-4788255	妮可·基德曼	E0338545	
2182: EL14_CMN_2182	CNS_CMN_20091130.0136	朝阳	NIL1685	
2183: EL14_CMN_2183	XIN_CMN_20060927.0133	孔子	E0104925	
2184: EL14_CMN_2184	XIN_CMN_20081103.0082	城北	NIL1686	
2185: EL14_CMN_2185	XIN_CMN_20021104.0190	史蒂文・斯皮尔伯格	NIL1687	
2186: EL14_CMN_2186	bolt-cmn-DF-211-187111-4482626	宋庆龄	E0487361	
2187: EL14_CMN_2187	PDA_CMN_20100423.0398	孟轲	NIL1688	
2188: EL14_CMN_2188	CNA_CMN_20100421.0194	康州	NIL1689	
2189: EL14_CMN_2189	CNS_CMN_20100313.0293	飞人	NIL1690	
2190: EL14_CMN_2190	XIN_CMN_19910122.0118	艾尔维斯・普莱希利	NIL1691	
2191: EL14_CMN_2191	APW_ENG_20100914.0127	Andrew Lau	NIL1692	
2192: EL14_CMN_2192	APW_ENG_20101201.0285	San Francisco	NIL1693	
2193: EL14_CMN_2193	XIN_ENG_20100305.0307	Phoenix	NIL1694	
2194: EL14_CMN_2194	APW_ENG_20101101.0033	George H.W. Bush	NIL1695	
2195: EL14_CMN_2195	PDA_CMN_20100523.0380	宋子文	NIL1696	
2196: EL14_CMN_2196	PDA_CMN_20100328.0301	医科大学	NIL1697	
2197: EL14_CMN_2197	XIN_CMN_19940907.0281	师范大学	NIL1698	
2198: EL14_CMN_2198	bolt-cmn-DF-211-187113-3296305	田亮	NIL1699	
2199: EL14_CMN_2199	bolt-cmn-DF-196-185692-2816808	张国荣	E0807713	
2200: EL14_CMN_2200	LTW_ENG_20090704.0035	Md.	NIL1700	
2201: EL14_CMN_2201	CNS_CMN_20100914.0492	连战	NIL1701	
2202: EL14_CMN_2202	bolt-cmn-DF-211-187144-4876525	番茄台	NIL1702	
2203: EL14_CMN_2203	XIN_CMN_19960709.0179	海城	NIL1703	
2204: EL14_CMN_2204	XIN_ENG_20090707.0171	Republic of Korea	E0315956	
2205: EL14_CMN_2205	XIN_ENG_20090920.0086	Monterey Park	NIL1704	
2206: EL14_CMN_2206	PDA_CMN_20061106.4105	侨联	NIL1705	
2207: EL14_CMN_2207	XIN_CMN_20051020.0071	外交部	NIL1706	
2208: EL14_CMN_2208	XIN_CMN_20050708.0060	侨联	NIL1707	
2209: EL14_CMN_2209	XIN_CMN_20071104.0179	纳尔班迪安	NIL1708	
2210: EL14_CMN_2210	XIN_CMN_19980303.0140	平定	NIL1709	
2211: EL14_CMN_2211	bolt-cmn-DF-20-191613-3842905	袁大头	NIL1710	
2212: EL14_CMN_2212	bolt-cmn-DF-211-187152-4453390	消协	NIL1711	
2213: EL14_CMN_2213	XIN_CMN_20071101.0263	清高宗	E0251057	
2214: EL14_CMN_2214	AFP_ENG_20091103.0472	Berkshire Hathaway	NIL1712	
2215: EL14_CMN_2215	bolt-cmn-DF-205-185872-1170155	辣妹维多利亚	NIL1713	
2216: EL14_CMN_2216	bolt-cmn-DF-196-185667-2990152	张学良	E0776639	
2217: EL14_CMN_2217	bolt-cmn-DF-211-187150-3887805	西交大	NIL1714	
2218: EL14_CMN_2218	XIN_CMN_19960308.0080	宝山	NIL1715	
2219: EL14_CMN_2219	APW_ENG_20091106.1163	Juneau	NIL1716	
2220: EL14_CMN_2220	XIN_CMN_19981223.0181	儿童医院	NIL1717	
2221: EL14_CMN_2221	XIN_ENG_20100514.0025	Embassy	NIL1718	
2222: EL14_CMN_2222	CNS_CMN_20100402.0061	哥哥	E0664546	
2223: EL14_CMN_2223	APW_ENG_20091104.0229	Maine	NIL1719	
2224: EL14_CMN_2224	CNS_CMN_20100427.0756	亚利桑那	NIL1720	
2225: EL14_CMN_2225	XIN_CMN_19960408.0072	交大	E0354952	
2226: EL14_CMN_2226	CNS_CMN_20101127.0337	医科大学	NIL1721	
2227: EL14_CMN_2227	AFP_CMN_20100713.0035	Jennifer Lopez	E0259626	
2228: EL14_CMN_2228	PDA_CMN_20100901.0036	巴拉克・侯赛因・奥巴马	NIL1722	
2229: EL14_CMN_2229	AFP_ENG_20090907.0013	Georgia	E0793722	
2230: EL14_CMN_2230	bolt-cmn-DF-211-187112-3837063	戴雨农	NIL1723	
2231: EL14_CMN_2231	CNS_CMN_20100331.0780	小布什	E0819391	
2232: EL14_CMN_2232	XIN_ENG_20091014.0199	Shanghai Jiao Tong University	NIL1724	
2233: EL14_CMN_2233	bolt-cmn-DF-196-185692-2807316	跳水王子	NIL1725	
2234: EL14_CMN_2234	bolt-cmn-DF-182-192231-4901868	芒果台	NIL1726	
2235: EL14_CMN_2235	bolt-cmn-DF-211-187123-5132636	菲尔普斯	E0318992	
2236: EL14_CMN_2236	XIN_CMN_20100801.0132	抚顺	E0143589	
2237: EL14_CMN_2237	XIN_CMN_19920108.0102	大同	NIL1727	
2238: EL14_CMN_2238	bolt-cmn-DF-205-185859-548916	萨达姆·侯赛因	E0119967	
2239: EL14_CMN_2239	CNA_CMN_20090819.0015	大韓民國	NIL1728	
2240: EL14_CMN_2240	CNS_CMN_20091104.1130	刘翔	NIL1729	
2241: EL14_CMN_2241	XIN_CMN_20101128.0073	凯特·布兰切特	E0103046	
2242: EL14_CMN_2242	bolt-cmn-DF-182-192231-4922026	贺军翔	NIL1730	
2243: EL14_CMN_2243	XIN_CMN_20040419.0008	吉林	E0185864	
2244: EL14_CMN_2244	XIN_CMN_20071029.0236	明尼苏达	NIL1731	
2245: EL14_CMN_2245	XIN_CMN_19940828.0171	美协	NIL1732	
2246: EL14_CMN_2246	AFP_ENG_20091201.0139	Tiger Woods	NIL1733	
2247: EL14_CMN_2247	XIN_CMN_20010923.0092	美协	NIL1734	
2248: EL14_CMN_2248	NYT_ENG_20100520.0099	Jefferson	NIL1735	
2249: EL14_CMN_2249	bolt-cmn-DF-182-192231-4904115	阿汤哥	NIL1736	
2250: EL14_CMN_2250	AFP_CMN_20101231.0045	康乃狄克大学	NIL1737	
2251: EL14_CMN_2251	XIN_CMN_19970223.0080	邓爷爷	NIL1738	
2252: EL14_CMN_2252	XIN_CMN_19931112.0063	河南	E0141397	
2253: EL14_CMN_2253	XIN_CMN_19971224.0177	商都	NIL1739	
2254: EL14_CMN_2254	XIN_CMN_20080518.0192	残联	NIL1740	
2255: EL14_CMN_2255	PDA_CMN_20080525.0021	大使馆	NIL1741	
2256: EL14_CMN_2256	XIN_CMN_19941005.0194	诗仙	NIL1742	
2257: EL14_CMN_2257	PDA_CMN_20090819.0301	张惠妹	E0449142	
2258: EL14_CMN_2258	bolt-cmn-DF-182-192231-4921359	刘天王	NIL1743	
2259: EL14_CMN_2259	bolt-cmn-DF-211-187115-4399796	朱由检	NIL1744	
2260: EL14_CMN_2260	bolt-eng-DF-170-181113-62804	Federal Reserve Bank	NIL1745	
2261: EL14_CMN_2261	bolt-cmn-DF-196-185667-2989001	金三胖子	NIL1746	
2262: EL14_CMN_2262	bolt-eng-DF-203-185940-358929	CT	NIL1747	
2263: EL14_CMN_2263	GMW_CMN_20100322.0085	林芝	NIL1748	
2264: EL14_CMN_2264	AFP_ENG_20100316.0256	Georgia	E0793722	
2265: EL14_CMN_2265	AFP_CMN_20040412.0055	大使馆	NIL1749	
2266: EL14_CMN_2266	bolt-cmn-DF-21-181074-2172	伊拉克	E0382887	
2267: EL14_CMN_2267	XIN_ENG_20100606.0112	Jong Tae-se	NIL1750	
2268: EL14_CMN_2268	XIN_CMN_19940901.0054	外交部	NIL1751	
2269: EL14_CMN_2269	PDA_CMN_20080724.0125	大哥	NIL1752	
2270: EL14_CMN_2270	CNS_CMN_20091103.0612	妇幼保健院	NIL1753	
2271: EL14_CMN_2271	bolt-cmn-DF-196-185723-2494559	小甜甜	NIL1754	
2272: EL14_CMN_2272	CNS_CMN_20101114.0150	袁世凯	E0522859	
2273: EL14_CMN_2273	XIN_CMN_20010710.0115	文联	NIL1755	
2274: EL14_CMN_2274	XIN_CMN_19990521.0106	儿童医院	NIL1756	
2275: EL14_CMN_2275	XIN_CMN_19930613.0039	妇幼保健院	NIL1757	
2276: EL14_CMN_2276	bolt-cmn-DF-182-192251-6389448	宋查理	NIL1758	
2277: EL14_CMN_2277	bolt-cmn-DF-216-192653-6961889	中国纺织大学	NIL1759	
2278: EL14_CMN_2278	bolt-cmn-DF-20-191613-3833914	陈老总	NIL1760	
2279: EL14_CMN_2279	bolt-cmn-DF-216-192653-6956537	泰	E0538995	
2280: EL14_CMN_2280	bolt-cmn-DF-205-185862-161849	洪森	E0774772	
2281: EL14_CMN_2281	CNS_CMN_20100330.0089	大使馆	NIL1761	
2282: EL14_CMN_2282	XIN_CMN_20060831.0133	泰格伍兹	NIL1762	
2283: EL14_CMN_2283	bolt-cmn-DF-182-192231-4911151	范冰冰	E0352182	
2284: EL14_CMN_2284	XIN_ENG_20101124.0041	Hun Sen	NIL1763	
2285: EL14_CMN_2285	CNS_CMN_20100211.0295	连山	NIL1764	
2286: EL14_CMN_2286	bolt-cmn-DF-182-192251-6398502	习近平	E0127791	
2287: EL14_CMN_2287	bolt-cmn-DF-21-181071-101631	孔孙子	NIL1765	
2288: EL14_CMN_2288	XIN_CMN_20020527.0150	印	E0721307	
2289: EL14_CMN_2289	PLA_CMN_20090926.0059	周树人	NIL1766	
2290: EL14_CMN_2290	AFP_CMN_20020608.0015	珍妮佛罗培兹	NIL1767	
2291: EL14_CMN_2291	XIN_CMN_19920710.0171	文联	NIL1768	
2292: EL14_CMN_2292	CNA_CMN_20101105.0247	哈林	E0479641	
2293: EL14_CMN_2293	CNS_CMN_20100303.0579	罗玉凤	NIL1769	
2294: EL14_CMN_2294	XIN_CMN_19970602.0001	柯受良	E0628080	
2295: EL14_CMN_2295	AFP_CMN_20040317.0039	北宁	NIL1770	
2296: EL14_CMN_2296	bolt-cmn-DF-205-185863-149523	马三不	NIL1771	
2297: EL14_CMN_2297	XIN_CMN_19980731.0025	大使馆	NIL1772	
2298: EL14_CMN_2298	XIN_CMN_19920921.0153	鼓楼	NIL1773	
2299: EL14_CMN_2299	XIN_ENG_20100214.0145	Kevin Garnet	NIL1774	
2300: EL14_CMN_2300	CNA_CMN_20091103.0357	徐熙媛	E0230939	
2301: EL14_CMN_2301	XIN_CMN_20070416.0045	孟子	E0075151	
2302: EL14_CMN_2302	bolt-cmn-DF-205-185863-587125	日本共同通讯社	NIL1775	
2303: EL14_CMN_2303	bolt-cmn-DF-205-185862-209216	菲尔普斯	E0318992	
